"gene_id" "sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33"
"gene_id_919" 8 5 7 6 8 7 13 9 28 5 7 9 6 7 6 15 9 7 10 7 6 6 10 8 6 36 9 150 8 5 9 7 5
"gene_id_920" 9 7 5 6 8 7 11 8 32 7 7 10 6 7 6 13 6 7 12 7 7 6 10 8 6 37 13 143 8 5 10 7 6
"gene_id_921" 6 5 7 5 8 7 10 9 23 7 7 13 6 7 6 12 5 7 12 8 7 6 5 15 6 38 10 168 5 7 5 7 8
"gene_id_922" 8 6 7 6 8 7 11 9 28 6 7 12 6 7 6 13 7 7 12 9 7 6 5 16 6 38 13 170 8 5 5 7 10
"gene_id_923" 6 7 7 6 8 7 6 14 17 5 7 8 6 7 6 12 5 7 7 7 7 6 7 17 6 32 15 136 6 7 10 7 7
"gene_id_924" 8 7 7 6 8 5 7 15 23 5 7 8 6 7 6 16 5 7 10 10 7 6 7 20 6 33 16 180 8 7 10 7 8
"gene_id_925" 6 6 7 6 6 7 7 13 12 7 7 7 6 7 6 13 7 7 6 7 7 6 7 13 6 18 15 114 9 7 13 7 11
"gene_id_926" 5 7 7 6 6 7 7 13 11 7 7 7 6 7 6 11 7 7 5 8 7 6 7 13 6 20 14 110 9 7 10 7 9
"gene_id_927" 8 7 7 5 8 7 9 9 12 7 7 7 6 7 5 9 7 7 6 10 7 5 7 13 6 9 15 107 9 7 7 7 3
"gene_id_928" 8 7 7 6 8 7 10 9 14 7 7 7 6 7 6 9 7 7 6 5 7 6 7 13 6 8 13 109 9 7 8 7 6
"gene_id_929" 5 7 7 6 9 7 9 10 14 10 7 5 6 6 6 18 7 7 7 14 6 7 8 7 6 32 11 143 5 7 11 7 8
"gene_id_930" 5 7 7 6 9 7 9 10 15 10 7 5 6 6 6 19 7 7 7 15 7 7 8 8 6 31 11 149 5 7 12 7 9
"gene_id_931" 5 7 7 5 7 7 5 10 17 7 7 12 6 7 6 16 7 5 9 15 7 8 6 8 6 33 8 154 12 7 9 7 5
"gene_id_932" 5 7 7 6 8 7 6 10 15 8 7 13 6 7 6 17 7 5 8 15 8 8 5 7 6 34 7 151 14 7 10 7 8
"gene_id_933" 5 6 7 6 10 7 9 5 29 6 7 16 6 5 9 15 7 5 7 12 5 5 7 21 5 36 7 157 9 7 8 7 13
"gene_id_934" 8 7 7 6 11 6 6 6 13 6 5 17 6 7 6 16 5 7 8 14 7 6 7 12 6 39 17 128 10 7 10 7 7
"gene_id_935" 9 7 7 6 10 8 7 6 17 8 5 18 6 10 6 14 7 7 9 12 7 6 7 11 5 38 14 128 11 7 10 7 7
"gene_id_936" 10 7 16 6 5 10 9 13 49 7 7 11 6 11 6 15 5 7 8 12 7 6 7 15 6 39 15 121 9 8 16 6 4
"gene_id_937" 7 7 13 6 8 8 9 13 48 5 7 10 6 10 6 12 9 6 6 12 7 6 5 19 6 36 15 125 9 9 17 7 4
"gene_id_938" 6 7 13 6 10 7 10 6 60 9 7 8 6 8 6 11 11 7 6 17 7 6 5 19 6 41 13 121 9 10 16 7 8
"gene_id_939" 6 5 7 6 5 7 19 8 47 10 7 9 6 7 6 13 11 7 12 11 7 6 5 17 6 37 8 135 11 7 14 7 9
"gene_id_940" 11 13 8 6 9 7 8 13 21 5 7 7 6 7 6 11 9 5 8 10 5 6 7 17 6 36 11 130 8 7 26 7 7
"gene_id_941" 8 13 7 5 12 6 9 12 25 7 7 6 6 7 6 8 5 7 6 8 7 5 7 19 6 30 8 141 10 5 17 5 7
"gene_id_942" 6 7 6 6 8 7 9 9 21 7 7 10 6 7 6 15 7 5 8 7 7 6 6 6 6 36 6 145 7 5 5 7 7
"gene_id_943" 8 7 7 6 8 7 9 10 22 7 7 9 6 7 6 17 7 7 8 7 7 6 5 5 6 36 5 145 7 6 10 7 9
"gene_id_944" 9 7 7 6 8 7 8 7 29 7 11 5 6 7 6 14 8 7 7 5 5 6 7 11 6 40 9 150 5 6 10 5 7
"gene_id_945" 7 7 8 6 8 7 9 7 35 7 11 11 6 7 6 12 7 7 10 10 6 6 7 9 6 32 10 140 5 7 10 6 5
"gene_id_946" 6 7 7 7 8 7 5 11 31 7 11 11 6 7 5 14 7 7 13 10 5 6 6 20 6 34 16 159 5 5 5 8 6
"gene_id_947" 6 7 7 6 6 7 5 10 21 9 7 7 6 7 6 19 7 7 14 10 7 6 7 23 6 34 15 165 11 5 7 5 6
"gene_id_948" 5 7 12 6 7 9 8 8 25 7 6 16 6 7 5 19 6 7 13 11 7 6 9 25 5 49 12 143 13 7 13 5 12
"gene_id_949" 6 7 13 6 7 8 8 8 25 7 6 14 6 7 5 20 6 7 12 10 7 6 9 24 5 48 12 152 13 7 13 5 6
"gene_id_950" 5 7 7 6 8 7 6 10 22 9 6 15 6 7 6 23 6 7 9 10 7 6 8 13 6 35 18 144 8 7 7 7 8
"gene_id_951" 5 7 7 6 8 7 9 10 10 10 7 8 6 8 6 8 10 7 8 9 7 6 7 12 6 53 10 67 8 6 10 7 13
"gene_id_952" 5 7 7 6 7 7 9 9 10 9 7 7 6 8 6 7 9 7 9 9 7 6 7 11 6 49 11 67 8 6 10 7 5
"gene_id_953" 5 7 7 6 8 6 9 7 10 14 7 8 6 9 6 8 9 7 7 10 7 6 8 11 6 50 13 68 9 7 11 5 5
"gene_id_954" 5 7 7 6 10 6 9 10 10 12 7 6 5 6 6 10 9 7 6 9 7 6 7 9 6 55 17 95 7 6 10 5 7
"gene_id_955" 5 7 7 6 12 6 9 7 12 12 7 11 5 9 6 12 10 7 6 9 7 6 7 10 6 57 16 103 8 10 10 5 6
"gene_id_956" 6 7 7 6 12 6 9 9 15 11 5 5 5 9 6 12 7 7 8 10 7 6 6 8 6 54 15 112 9 11 11 5 8
"gene_id_957" 13 6 7 6 11 7 11 19 16 10 7 10 6 7 6 16 5 6 7 11 5 6 10 14 6 27 12 118 5 12 11 7 9
"gene_id_958" 14 5 7 6 10 7 11 15 13 10 7 8 6 7 6 15 5 7 8 11 5 6 9 17 5 28 13 144 7 9 9 7 3
"gene_id_959" 10 9 7 6 12 7 9 11 15 10 11 6 6 7 6 27 7 7 11 9 7 6 7 17 6 38 7 156 6 7 7 11 9
"gene_id_960" 5 5 9 6 9 7 16 15 24 5 7 11 6 7 6 8 5 7 6 13 7 6 12 17 6 36 17 145 10 7 14 7 11
"gene_id_961" 5 7 7 6 8 7 8 11 27 7 7 17 6 7 6 15 12 8 7 5 8 6 5 11 6 40 12 129 10 6 12 7 11
"gene_id_962" 6 7 7 7 6 6 5 9 42 5 5 16 6 12 6 15 7 5 7 18 11 6 7 17 6 44 9 189 11 9 17 6 2
"gene_id_963" 6 7 7 7 8 7 5 11 41 6 5 15 6 10 6 14 7 5 8 18 10 6 7 17 6 43 8 180 11 9 16 6 6
"gene_id_964" 6 7 7 5 8 7 6 21 26 9 5 14 6 5 6 18 7 7 7 7 8 6 5 10 6 33 19 143 7 7 7 7 10
"gene_id_965" 6 7 7 6 6 7 6 21 24 8 7 15 6 5 6 22 7 7 7 7 8 6 6 9 6 32 19 141 6 7 8 7 9
"gene_id_966" 6 7 7 6 5 7 6 16 22 8 7 16 6 5 6 20 7 7 7 9 6 6 6 9 6 30 18 134 8 7 6 7 7
"gene_id_967" 5 7 7 6 8 7 9 8 33 10 7 16 6 7 6 15 7 7 8 9 7 6 6 11 6 38 13 101 8 7 8 9 8
"gene_id_968" 10 7 7 6 8 7 7 8 44 10 7 12 6 7 9 16 7 7 6 6 8 6 7 12 6 42 13 125 11 7 8 8 8
"gene_id_969" 8 7 7 6 8 7 9 10 28 12 7 15 6 5 9 19 7 7 7 10 9 6 9 14 6 42 12 125 12 8 6 8 5
"gene_id_970" 7 7 7 6 8 7 9 9 31 13 7 14 6 6 11 20 7 7 8 7 9 6 10 19 6 43 11 134 12 7 6 8 5
"gene_id_971" 9 7 7 6 6 7 5 14 32 10 12 7 9 7 5 10 6 7 9 9 7 6 7 11 6 44 16 135 6 6 13 7 8
"gene_id_972" 9 5 6 6 8 7 8 5 24 12 6 9 6 6 6 11 14 7 7 7 7 6 5 9 6 51 11 148 6 5 11 7 4
"gene_id_973" 6 7 7 9 7 10 11 7 31 7 7 11 6 7 6 20 7 7 10 15 7 8 7 9 6 41 12 145 12 6 13 7 6
"gene_id_974" 5 7 7 6 9 7 12 8 37 7 7 8 6 5 6 11 5 7 12 5 7 6 7 13 6 49 18 141 9 7 11 5 10
"gene_id_975" 5 7 7 6 14 5 12 10 32 8 5 8 6 5 6 11 8 7 10 26 6 5 5 25 6 50 19 159 17 7 7 7 8
"gene_id_976" 7 7 6 5 10 5 11 12 34 6 12 6 6 8 6 12 6 7 7 19 5 6 7 14 6 40 14 166 14 6 9 7 8
"gene_id_977" 6 7 6 7 10 5 10 12 34 7 12 5 6 6 6 11 7 7 5 18 5 6 7 9 5 35 11 160 8 7 12 5 7
"gene_id_978" 8 6 7 6 8 7 10 15 40 7 9 12 6 6 6 8 7 7 8 17 7 9 5 12 6 41 12 149 9 7 9 7 5
"gene_id_979" 8 8 7 6 5 7 8 16 40 7 7 12 6 6 6 9 7 7 8 19 7 9 5 15 6 43 10 152 6 5 8 7 4
"gene_id_980" 10 6 7 6 5 5 11 17 53 7 7 12 6 5 6 8 7 7 5 17 7 9 6 16 6 37 16 148 6 5 11 7 6
"gene_id_981" 10 5 9 6 13 9 14 10 40 7 7 14 6 7 6 16 7 7 6 12 6 6 8 17 6 31 15 136 13 5 5 7 3
"gene_id_982" 5 7 5 11 5 7 12 14 43 7 8 5 6 7 6 9 7 7 8 8 8 6 7 14 6 41 12 150 10 10 6 7 9
"gene_id_983" 8 7 5 6 13 6 14 6 23 5 8 11 6 10 6 14 6 5 7 7 7 6 6 13 6 44 13 140 12 13 10 5 10
"gene_id_984" 8 5 7 6 14 6 12 11 27 5 7 10 6 9 6 14 7 6 8 9 7 6 6 13 6 36 14 136 10 11 8 9 7
"gene_id_985" 6 5 6 6 9 6 10 7 21 7 7 9 6 10 6 20 7 5 8 9 7 6 6 13 6 37 13 129 9 12 9 9 4
"gene_id_986" 6 5 8 6 8 7 10 7 21 5 7 9 6 10 6 21 5 5 8 9 7 6 7 13 6 36 14 151 12 11 9 9 8
"gene_id_987" 5 5 7 6 7 7 8 8 24 5 7 11 6 9 6 22 5 5 8 7 7 6 6 11 6 39 13 144 10 11 13 10 12
"gene_id_988" 5 7 6 6 8 7 6 11 29 11 7 12 6 7 6 15 5 7 8 12 7 6 7 18 6 47 9 154 10 7 11 7 12
"gene_id_989" 7 7 7 6 9 7 9 8 23 13 7 13 6 7 6 17 8 7 9 13 7 6 7 14 6 38 15 131 8 10 11 7 7
"gene_id_990" 5 7 7 5 8 5 6 19 20 5 9 13 6 7 6 10 6 7 9 9 7 6 5 6 6 36 14 119 7 7 11 7 7
"gene_id_991" 6 7 7 5 8 5 6 19 23 5 6 10 6 5 6 8 6 5 8 9 7 6 8 6 6 40 14 126 6 8 10 7 7
"gene_id_992" 9 7 7 6 6 5 8 15 26 7 6 6 6 7 6 8 6 5 10 14 7 6 11 11 6 41 15 138 9 8 14 7 11
"gene_id_993" 11 7 7 6 12 6 12 8 26 7 5 6 6 7 6 8 12 5 10 14 9 6 10 12 6 48 13 149 10 9 17 7 5
"gene_id_994" 12 7 7 6 13 7 12 10 27 7 5 6 6 5 6 9 13 7 9 12 9 6 9 15 6 51 15 160 9 7 17 5 6
"gene_id_995" 12 7 7 6 13 7 12 10 27 7 5 7 6 5 6 7 13 7 9 13 9 6 9 15 6 51 14 169 9 8 16 5 3
"gene_id_996" 11 7 7 6 11 6 7 6 17 7 7 11 6 7 6 9 12 7 10 11 8 6 5 18 6 47 15 151 6 8 12 7 11
"gene_id_997" 5 7 7 6 5 7 9 6 18 6 7 13 6 7 6 14 7 7 13 13 6 5 7 20 6 46 14 158 7 8 5 5 7
"gene_id_998" 6 7 7 6 8 5 9 6 20 6 7 11 6 8 6 15 8 7 15 13 7 5 7 21 6 45 13 159 8 9 5 5 8
"gene_id_999" 6 7 7 6 8 5 9 5 19 6 7 11 6 7 6 16 8 7 14 12 7 6 7 21 6 40 12 162 9 9 5 5 8
